ID,PRE/POST,ENVIRONMENT,FILENAME,HAS_ATTACHMENTS,REQUESTER,DURATION,CM_AM,CM_IT,CM_UAT,CM_TST5,CM_ST,CM_DEVE2E,CM_COURTESY,CM_PT,CM_CATALOG,CM_ACNDEVOPS,CM_PROD
1791,POST,ALIGNMENT,2023_12_5_OCTANE_121718.txt,TRUE,francesco.degaetano,5,,,,,x,,,,,,
1792,POST,ALIGNMENT,20231213_MP_ResubmitTool_defect-6.3.1.txt,FALSE,roberto.santoro,5,,,,,x,,,,,,
1793,POST,ALIGNMENT,2024.22.10_OCTANE_128076.txt,FALSE,shravani.khaparkar,20,,,,,x,,,,,,
1794,POST,ALIGNMENT,20240122_INC3431157.txt,TRUE,anmol.a.saxena,10,,,,,x,,,,,,
1799,POST,ALIGNMENT,20240118_MP_127189.txt,TRUE,c.ferrigno,5,,,,,x,,,,,,
1800,POST,ALIGNMENT,20240118_ActivateOmniscript_COMPL100_ManageSOAS_Returned_CeasedContract.txt,FALSE,sabrina.spada,5,,,,,x,,,,,,
1801,POST,ALIGNMENT,20240122_127182.txt,TRUE,shravani.khaparkar,5,,,,,x,,,,,,
1802,POST,ALIGNMENT,20240122_01_VARIOUS.txt,TRUE,ACN,25,,,,,x,,,,,,x
1803,POST,ALIGNMENT,20240122_02_CSV.txt,TRUE,ACN,25,,,,,x,,,,,,x
1804,POST,ALIGNMENT,20240129_Asset_OrderItem_FieldMapping_COMPL100.txt,FALSE,niso.cassiano,5,,,,,x,,,,,,
1805,POST,ALIGNMENT,20240130_01_VARIOUS.txt,TRUE,ACN,5,,,,,x,,,,,,x
1806,POST,ALIGNMENT,20240207_128209_MP.txt,FALSE,giuseppe.bonura,5,x,,,,,,,,,,
1811,POST,ALIGNMENT,20240207_01_VARIOUS.txt,TRUE,ACN,5,x,,,,,,,,,,x
1812,POST,ALIGNMENT,20240208_RepricingNFS_UpdateLOV.txt,TRUE,sabrina.spada,5,,,,,x,,,,,x,
